Name					Mean			Variance			Standard Deviation			Smoothness			Skewness(Third Moment)			Fourth Moment(Kurtosis)			Uniformity						Entropy						GLCM Contrast						GLCM Entropy					GLCM Energy				GLCM Homogeneity


image_0001.jpg			42.0694			287.3681				16.9519						0.99653						-0.18306						-1.0649						0.017892						5.9604						0.21909						3.3141						0.14117						0.91272						


image_0002.jpg			36.3528			423.3371				20.5752						0.99764						-0.10553						-1.2439						0.015127						6.1468						0.32473						3.7605						0.10505						0.88657						


image_0003.jpg			36.8222			539.003				23.2164						0.99815						0.78793						-0.81348						0.020387						5.9179						0.24121						3.2794						0.17553						0.91367						


image_0004.jpg			36.0478			417.4084				20.4306						0.99761						0.20356						-1.3176						0.018229						6.0044						0.17914						3.27						0.14794						0.9248						


image_0005.jpg			39.852			411.3264				20.2812						0.99757						0.15921						-1.1446						0.01558						6.1687						0.2263						3.5815						0.12008						0.90394						


image_0006.jpg			34.1483			347.181				18.6328						0.99713						0.40863						-1.0386						0.018571						5.9881						0.18335						3.2908						0.1489						0.91956						


image_0007.jpg			52.1453			589.2879				24.2753						0.99831						-0.013642						-1.2983						0.053184						5.5952						0.23195						3.4779						0.13018						0.92655						


image_0008.jpg			45.6477			448.4609				21.1769						0.99778						-0.016954						-1.3747						0.015913						6.1191						0.18421						3.3659						0.13705						0.92693						


image_0009.jpg			41.3979			305.2532				17.4715						0.99673						-0.41854						-1.092						0.021548						5.8206						0.16731						3.1194						0.16331						0.92235						


image_0010.jpg			41.4478			440.1724				20.9803						0.99773						0.11869						-1.4415						0.017611						6.0377						0.196						3.3625						0.13545						0.92						


image_0011.jpg			41.1189			400.7358				20.0184						0.99751						0.2553						-1.2367						0.017773						6.0286						0.15032						3.2788						0.14132						0.92915						


image_0012.jpg			39.9679			372.5134				19.3006						0.99732						0.10113						-0.97995						0.015705						6.1391						0.24891						3.541						0.12465						0.90683						


image_0013.jpg			40.854			544.6396				23.3375						0.99817						0.11663						-1.5045						0.01698						6.1118						0.15466						3.3914						0.13022						0.92981						


image_0014.jpg			36.1829			401.3746				20.0343						0.99751						-0.023502						-1.4677						0.019577						5.8604						0.12562						3.2931						0.14748						0.94189						


image_0015.jpg			60.9414			295.033				17.1765						0.99662						-1.024						0.52412						0.02417						5.7906						0.34553						3.4983						0.15624						0.86521						


image_0016.jpg			26.2568			658.059				25.6527						0.99848						1.0728						-0.40227						0.028654						5.6608						0.34325						3.2465						0.23272						0.89144						


image_0017.jpg			32.7086			392.336				19.8075						0.99746						0.19043						-1.3534						0.017648						5.9885						0.1404						3.1958						0.14987						0.93564						


image_0018.jpg			40.1049			373.9124				19.3368						0.99733						-0.17357						-1.1404						0.017451						6.0523						0.15658						3.3712						0.12925						0.92708						


image_0019.jpg			38.1956			426.3725				20.6488						0.99766						0.23251						-1.2613						0.015555						6.1336						0.21243						3.5282						0.11968						0.90538						


image_0020.jpg			35.7639			319.5036				17.8747						0.99688						-0.11453						-1.1523						0.016697						6.0141						0.24485						3.4283						0.13063						0.90398						


image_0021.jpg			41.0983			234.984				15.3292						0.99576						-0.041242						0.025142						0.020679						5.8611						0.22585						3.2704						0.16352						0.90167						


image_0022.jpg			59.2492			389.7814				19.7429						0.99744						-0.95401						-0.057432						0.021484						5.9246						0.2049						3.2356						0.1877						0.92411						


image_0023.jpg			38.3282			454.9423				21.3294						0.99781						-0.071022						-1.3783						0.015854						6.117						0.21063						3.5408						0.12561						0.90494						


image_0024.jpg			36.7532			400.1874				20.0047						0.99751						0.10987						-1.0279						0.015545						6.1432						0.12443						3.3482						0.12897						0.94213						


image_0025.jpg			45.073			217.3998				14.7445						0.99542						-0.40382						-0.62202						0.020474						5.8021						0.20013						3.1368						0.1679						0.90954						


image_0026.jpg			58.6853			180.2908				13.4272						0.99448						-1.0151						0.52609						0.029682						5.483						0.13605						2.7748						0.2179						0.93424						


image_0027.jpg			40.3544			308.4078				17.5615						0.99677						0.10874						-1.3951						0.022748						5.7398						0.17885						3.0284						0.19081						0.92137						


image_0028.jpg			43.2228			278.328				16.6832						0.99642						-0.58212						-0.49601						0.018982						5.9261						0.16791						3.1973						0.16242						0.92324						


image_0029.jpg			51.2973			291.6318				17.0772						0.99658						-0.60717						-0.24963						0.019627						5.9716						0.2264						3.2369						0.17486						0.92222						


image_0030.jpg			44.8157			321.8569				17.9404						0.9969						-0.58052						-0.6916						0.018454						5.9804						0.18786						3.3272						0.15412						0.91252						


image_0031.jpg			51.07			380.9164				19.5171						0.99738						-0.43427						-1.0592						0.017392						6.0489						0.23965						3.5034						0.12856						0.90022						


