45.552,262.41,16.199,0.9962,-0.35027,-0.85297,0.018298,5.9305,0.33475,3.5238,0.12975,0.86894,1
29.332,311.71,17.655,0.9968,1.556,1.8278,0.027814,5.5682,0.31211,3.0454,0.22759,0.89311,1
44.455,288.17,16.976,0.99654,-0.57009,-0.66746,0.019019,5.9354,0.36997,3.5874,0.12965,0.86003,1
51.096,331.95,18.22,0.997,-0.58478,-0.64752,0.017608,6.0363,0.47533,3.8586,0.10759,0.83214,1
37.967,339.97,18.438,0.99707,0.10625,-1.226,0.01751,6.0086,0.33283,3.544,0.12819,0.88799,1
43.777,496.26,22.277,0.99799,0.12268,-1.4897,0.017993,6.0384,0.29725,3.5631,0.12727,0.89042,1
40.236,311.42,17.647,0.9968,-0.3047,-1.0806,0.018423,5.9451,0.32754,3.5365,0.12522,0.8725,1
41.137,300.02,17.321,0.99668,-0.28661,-1.0838,0.017792,5.9557,0.32777,3.5096,0.12702,0.87546,1
13.622,269.42,16.414,0.9963,2.7146,6.8257,0.047564,4.839,0.26196,2.2207,0.36707,0.93896,1
44.405,248.07,15.75,0.99599,-0.56182,-0.58679,0.019937,5.847,0.178,3.1114,0.16812,0.92052,1
50.646,297.2,17.239,0.99665,-0.65437,-0.36789,0.01827,5.9874,0.42577,3.756,0.11541,0.83882,1
40.071,262.32,16.196,0.9962,-0.32397,-0.8904,0.018814,5.9034,0.36312,3.55,0.12516,0.86455,1
35.162,434.16,20.836,0.9977,0.41727,-1.0396,0.016421,6.1573,0.44956,3.9315,0.099797,0.85098,1
62.672,281.38,16.774,0.99646,-1.1085,0.5505,0.024608,5.7273,0.30916,3.2729,0.19841,0.88543,2
45.941,354.09,18.817,0.99718,-0.55986,-0.8322,0.018552,5.9985,0.42139,3.7666,0.12628,0.84394,2
54.717,193.9,13.925,0.99487,-1.0289,0.69709,0.024784,5.6238,0.2281,3.0739,0.19346,0.90192,2
57.307,195.49,13.982,0.99491,-0.85935,0.17252,0.025329,5.614,0.24706,3.1339,0.17828,0.89347,2
46.045,240.18,15.498,0.99585,-0.61732,-0.39953,0.020659,5.8304,0.30086,3.3759,0.15455,0.87647,2
48.768,280.1,16.736,0.99644,-0.50176,-0.45478,0.019084,5.9577,0.35959,3.5348,0.14589,0.87523,2
55.153,258.23,16.07,0.99614,-0.97047,-0.057623,0.025772,5.6581,0.3812,3.4268,0.15182,0.85755,2
49.538,309.33,17.588,0.99678,-0.33473,-0.98881,0.019047,5.9184,0.35487,3.6371,0.11957,0.86091,2
53.036,387.72,19.691,0.99743,-0.40658,-1.1327,0.019662,5.9402,0.36299,3.5622,0.14525,0.86878,2
54.357,310.23,17.613,0.99679,-0.90085,0.35139,0.019463,5.9624,0.44559,3.6143,0.13954,0.87426,2
42.335,245.94,15.683,0.99595,-0.41265,-0.88587,0.019923,5.8298,0.28156,3.3276,0.14488,0.88916,2
51.708,279.73,16.725,0.99644,-0.54971,-0.86616,0.020654,5.818,0.16277,3.1259,0.16644,0.92555,2
47.975,417.69,20.438,0.99761,-0.55673,-1.0173,0.017631,6.0272,0.18776,3.2596,0.15622,0.92318,3
43.414,516.08,22.717,0.99807,-0.13836,-1.4206,0.014692,6.193,0.39859,3.8414,0.10462,0.86013,3
25.768,269.84,16.427,0.99631,0.42916,-1.0031,0.019827,5.813,0.25898,3.5177,0.12222,0.89631,3
52.19,328.31,18.119,0.99696,-0.53547,-0.34683,0.01897,5.961,0.35666,3.6476,0.13243,0.86958,4
48.309,257.44,16.045,0.99613,-0.46411,-0.078551,0.022473,5.8116,0.2441,3.293,0.16686,0.9005,4
53.532,247.11,15.72,0.99597,-0.59759,0.32664,0.021657,5.8439,0.343,3.4938,0.154,0.86769,4
50.86,309.21,17.584,0.99678,-0.34266,-0.50814,0.018228,5.9899,0.28389,3.4395,0.14624,0.90938,4
53.83,267.91,16.368,0.99628,-0.78041,0.6608,0.023622,5.7764,0.33797,3.3674,0.17459,0.88283,4
56.961,261.36,16.167,0.99619,-0.66412,-0.14576,0.024614,5.6675,0.26542,3.2521,0.17695,0.89087,4
60.755,224.8,14.993,0.99557,-0.82405,0.42082,0.025569,5.5944,0.24211,3.1021,0.1902,0.90506,4
51.143,353.43,18.8,0.99718,-0.68482,-0.17342,0.020577,5.943,0.27152,3.412,0.1734,0.90323,4
49.366,388.35,19.707,0.99743,-0.66962,-0.27866,0.017789,6.0738,0.32667,3.6604,0.13653,0.8854,4
50.283,294.06,17.148,0.99661,-0.49054,-0.34859,0.021672,5.891,0.24996,3.3142,0.17711,0.90203,4
49.997,279.88,16.73,0.99644,-0.42015,-0.38883,0.018323,5.9723,0.36856,3.6442,0.12837,0.86753,4
62.344,487.84,22.087,0.99795,-1.1296,0.070654,0.02633,5.7619,0.37151,3.4438,0.16486,0.89848,4
50.741,301.59,17.366,0.9967,-0.55643,-0.27106,0.020349,5.9223,0.35082,3.5365,0.15633,0.8693,4
59.495,287.63,16.96,0.99654,-1.0845,0.70628,0.022794,5.8048,0.38046,3.3866,0.16701,0.88492,4
39.333,345.61,18.591,0.99711,-0.095191,-1.0384,0.016519,6.085,0.45532,3.929,0.093303,0.83784,5
39.746,338.17,18.389,0.99705,-0.1052,-1.114,0.015605,6.101,0.55688,4.0539,0.08503,0.81056,5
39.995,338.72,18.404,0.99706,-0.20002,-1.1792,0.016578,6.0402,0.41393,3.8051,0.10225,0.84087,5
43.045,363.78,19.073,0.99726,-0.21225,-1.0241,0.01666,6.0912,0.54558,3.9957,0.097556,0.8224,5
38.886,274.63,16.572,0.99637,-0.32742,-0.95841,0.018862,5.9162,0.52364,3.802,0.10961,0.82235,5
40.456,335.53,18.318,0.99703,-0.075527,-0.96217,0.015136,6.1473,0.62743,4.1511,0.079763,0.80088,5
44.419,355.29,18.849,0.99719,-0.31666,-1.1614,0.016727,6.0453,0.62288,3.9855,0.09929,0.8066,5
37.255,357.36,18.904,0.99721,0.11342,-0.98208,0.015786,6.1007,0.37827,3.8068,0.10286,0.85504,5
38.321,374.97,19.364,0.99734,-0.062058,-1.2538,0.015814,6.1038,0.49085,3.971,0.091225,0.82799,5
35.728,364.57,19.094,0.99726,0.026639,-1.1105,0.014953,6.1439,0.54339,4.0959,0.080766,0.81779,5
50.574,375.48,19.377,0.99734,-0.37852,-1.0214,0.015574,6.1171,0.36387,3.7806,0.10738,0.8587,5
39.854,390.3,19.756,0.99744,-0.10224,-1.1396,0.014679,6.1818,0.59251,4.1479,0.079289,0.80913,5
35.769,288.32,16.98,0.99654,0.16495,-0.76527,0.017995,5.9908,0.46607,3.8255,0.10233,0.83987,5
48.511,209.57,14.477,0.99525,-0.5375,0.19815,0.020198,5.8402,0.55241,3.6802,0.12274,0.82592,6
